aaab 昌明
lfvmu 螺丝帽
lfvvm 螺丝
lfyha 紧迫
lfyod 螺旋桨
lfyop 中原逐鹿
lfyow 螺旋菌
lfyso 螺旋
lg 中士
lg 中土
lga 闰日
lgb 闰月
lgbam 壮胆
lgbql 将士用命
lgebn 坚壁清野
lgebu 壮观
lgeie 蛙泳
lgeyd 壮游
lgfbg 帷堂
lgfcq 壮举
lgg 壮士
lggp 壮志
lghdf 坚称
lghds 闺秀
lghss 闺房
lgimk 坚决
lgiok 患难之交
lgipm 蛙式
lgisj 顺理成章
lgist 壮盛
lgitb 衽席
lgivr 壮语
lgjdi 坚守
lgjf 蝗灾
lgjhq 坚牢
lgjmo 坚定
lgjyk 壮实
lgjyk 坚实
lgk 壮大
lglbe 帷幔
lglbg 幢幢
lglbg 帷幄
lglil 螳螂
lglis 闺门
lglmi 蝗虫
lglmi 蛀虫
lglsr 闺阁
lglsr 壮阔
lgmad 坚厚
lgmbb 壮丽
lgmn 壮丁
lgmnf 壮烈
lgmrk 坚硬
lgmro 壮硕
lgms 中坜
lgmvh 蛀牙
lgnri 坚强
lgnup 闺怨
lgo 蛙人
lgohd 中坚份子
lgomn 壮气
lgonq 壮健
lgoq 闰年
lgoq 壮年
lgoqo 壮年人
lgoyr 坚信
lgoyt 闰位
lgqgi 坚持
lgqng 坚挺
lgqsi 坚韧
lgqss 坚拒
lgrmo 蛙跳
lgrpm 蛙鸣
lgsb 中坜市
lgsip 坚忍
lgsjg 坚壁
lgtab 帷幕
lgtgk 壮美
lgtjg 蛙鞋
lgtjr 坚苦
lgtrb 门庭若市
lgtsm 临崖勒马
lgv 闺女
lgvlu 壮士断腕
lgvrr 肾脏结石
lgwd 坚果
lgwjr 坚固
lgwqs 壮围
lgybo 坚贞
lgyfe 蜻蜓点水
lgyii 帷幄运筹
lgymc 患难与共
lgyoe 坚毅
lhabm 电影明星
lhadi 初时
lhai 中的
lhamg 畅旺
lhbdu 初乳
lhbu 闭目
lhbuv 闭眼
lhddk 衫林溪
lhdf 中秋
lhdfn 蛇影杯弓
lhdr 中和
lheyd 畅游
lheyu 畅流
lhfbd 初学
lhfda 初学者
lhfl 中秋节
lhfua 阖第光临
lhgi 中等
lhgou 闭起
lhhdb 初稿
lhhdf 初秋
lhhey 初冬
lhhgi 初等
lhhon 畅行
lhhqm 初生
lhilr 初唐
lhiop 非分之想
lhite 初度
lhivf 畅谈
lhivh 初诊
lhivm 初试
lhjll 初审
lhjtg 闭塞
lhjto 初赛
lhju 中科院
lhkhu 初犯
lhl 初中
lhldg 袒裼裸裎
lhliq 衫裤
lhlis 闭门
lhlle 初版
lhlmi 蚜虫
lhlny 蜚声中外
lhlpo 患寡患贫
lhlsk 闭门羹
lhm 初一
lhmfr 闷声不响
lhmlk 初更
lhmmo 初次
lhmp 中生代
lhmue 初夏
lhnk 中风
lhnle 中产阶级
lhnll 初阶
lhnvo 畅饮
lhobs 畅销书
lhode 畅叙
lhomi 闭会
lhomn 闭气
lhomr 闭合
lhopb 畅销
lhopo 闭锁
lhpa 初旬
lhpdk 畅快
lhpmf 畅怀
lhqka 初春
lhqu 中看
lhr 闭口
lhrb 中和市
lhrmr 闭路
lhrvp 初民
lhryb 闭嘴
lhsks 邮递区号
lhsqu 中沙群岛
lhtab 闭幕
lhtbm 闭幕式
lhtcb 初期
lhtih 畅茂
lhtk 闭关
lhvir 初始
lhvme 初级
lhwif 蜚声国际
lhyck 初交
lhycp 初恋
lhyhu 初选
lhyk 畅达
lhylh 初步
lhylv 初衷
lhym 闭上
lhymv 闭上眼
lhynb 畅通
lhyt 中盘
li 中广
liahu 蛾眉
lialk 衬映
libkq 将军
libnr 闻过则喜
libqk 将军溪
lic 虫儿
licie 褫夺公权
licii 非战公约
lidbu 将相
lidh 将才
lidt 将来
lidyk 将校
liem 闽江
lifdk 虫类
lifhu 闽省
lifu 中视
lig 将士
lihbi 背公向私
lihfe 临去秋波
lihhl 虫卵
lihni 非法行为
lihup 将息
lihut 监守自盗
liiuj 电传视讯
lijbj 闽南
lijbr 闽南语
lijbr 闽南话
lijf 虫灾
lijnq 非讼事件
lijqr 虫害
lijrr 将官
likb 将有
likou 褥疮
lilb 中庸
lilhh 衬衫
lilis 将门
lilju 蛾附蜂屯
lill 中州
lillb 将帅
lilmp 闽北
lilod 襁褓
lilos 费时费力
lilpo 患得患失
lilsr 衬裙
limd 将于
limfh 帷薄不修
limki 临时政府
limku 将无
limnm 坚持到底
limsk 临时动议
limwv 将要
lind 虫子
ling 中庭
linqu 蝮螫解腕
liodm 虫体
liogs 旧约全书
lioii 将令
lioio 将领
liomc 将兵
liomi 将会
liosb 顺时钟方向
lipm 中式
liqhp 衬托
liqig 衬垫
liqik 临时执政
liqnl 临时抱佛脚
liqoo 补偿损失
liqpu 衬托出
litkb 非我莫属
liuu 衬出
livdp 虫媒花
livj 中计
livs 中诚
liwg 衬里
liwhr 将略
liwnm 闲云野鹤
liyfu 将就
liygk 门罗主义
liyhl 将近
liyhv 衬衣
liyiu 蝗虫过境
liykk 非我族类
liyth 坚持立场
ljab 阐明
ljafu 牌照税
ljarf 牌照
ljbhu 闻见
ljbj 中南
ljbl 中南部
ljbmv 蜂腰
ljcm 中空
ljdfv 牌楼
ljdui 衽革枕戈
ljeiq 翡翠水库
ljgbn 蚌壳
ljghj 蚌埠
ljgof 电线走火
ljgou 蜂起
ljgys 牌坊
ljhdq 阐释
ljhnk 闻风
ljhoi 闻得
ljhss 蜂房
ljikm 忠肝义胆
ljive 阐发
ljivj 闻讯
ljjcb 蜂窝
ljjcn 阐究
ljjpi 蜂蜜
ljkab 电宰猪肉
ljkn 牌九
ljksi 袜套
ljlia 蜂蜡
ljlij 蝌蚪
ljlil 蟑螂
ljliu 蝉蜕
ljljk 蝌蚪文
ljlmi 裨将
ljlsr 闻问
ljmes 背碑覆局
ljmg 蜂王
ljmgd 蚌珠
ljmgn 闻到
ljmgu 蜂王乳
ljnd 牌子
ljnd 袜子
ljnir 闻名
ljo 闻人
ljoed 由浅入深
ljokr 闻知
ljool 牌价
ljosc 装聋作哑
ljoyt 牌位
ljpam 北斗七星
ljpym 蜂鸟
ljqbq 蜂拥
ljqnh 阐扬
ljr 中古
ljrmr 蜂鸣器
ljrms 牌号
ljrpk 中华民族
ljrpm 蝉鸣
ljrpw 中华民国
ljseo 蜂聚
ljshb 牌匾
ljsjk 蝉联
ljsmc 蝉翼
ljssr 牌局
ljtct 裨益
ljtjb 袜带
ljvvd 蜂巢
ljyad 牌桌
ljyic 阐述
ljyk 闻达
ljytu 闻道
ljyuj 将计就计
lkbbm 史册
lkbhu 状貌
lkbkf 斐然
lkbkr 电脑网路
lkbms 奖助
lkbsc 奖助金
lkc 奖金
lkcps 邮政总局
lkd 中东
lkfbd 史学
lkfbo 奖赏
lkfdc 奖学金
lkfdj 史料
lkfdk 贵族学校
lkfdl 史学界
lkfdo 史学家
lkfhn 蝇头小利
lkfnm 蝼蚁尚且偷生
lkfqh 奖券
lkful 中央党部
lkghr 状声词
lkhda 蚊香
lkhgm 电脑程式
lkhgr 央告
lkhjc 电脑辞典
lkhkn 蝇头微利
lkhmp 奖惩
lkhon 央行
lkhqa 史籍
lkhue 电脑看板
lkhui 闭关自守
lkhvo 中央委员
lkids 史书
lkije 央求
lkikg 忠义义士
lkikp 蛟龙
lkimo 顺天应人
lkimu 状况
lkivb 央请
lkivi 史诗
lkivj 史评
lkivr 状语
lkivr 状词
lkivu 史记
lkjav 顺天者昌逆天者亡
lkjmo 史家
lkjrr 史官
lkjul 史密斯
lkjyk 史实
lkkby 电脑病毒
lkkip 状态
lklbo 蚊帐
lklib 蚊蚋
lklii 蜈蚣
lkliu 蚊蝇
lkljd 蝶使蜂媒
lkllj 奖牌
lklmi 蚊虫
lklmk 奖状
lkluk 中文电脑
lkmbw 蚊雷
lkmki 中央政府
lkmmu 状元
lkmru 螺溪石砚
lkmss 奖励
lkmum 状元红
lkmwq 北大西洋
lknd 蚊子
lknd 状子
lknhe 央及
lknvr 史馆
lkoac 邮政储金
lkocl 邮政代办所
lkode 中央集权
lkoee 旧疾复发
lkoru 邮政信箱
lkosq 装模作样
lkovn 中央银行
lkpko 悲天悯人
lkqe 中辍
lkqqe 电脑择友
lkqye 电脑排版
lkqyk 奖掖
lkrcn 片文只事
lkrrr 奖品
lkviw 电脑绘图
lkvmp 状纸
lkyad 电脑音乐
lkykd 史达林
lkytj 奖章
lkywv 史迪威
lkyyc 史迹
llab 申明
llab 中间商
lladi 片时
llahb 片晌
llao 中间人
llav 中间派
llbk 中央
llbkf 肃然
llbni 申冤
llboi 邮购
llc 片儿
llcoi 畅所欲为
llcor 畅所欲言
lldhe 闸板
lleg 中坚
llejc 串演
lleqb 肃清
lles 邮汇
lless 邮汇局
lleyu 川流
llfju 串烧
llgnh 片场
llgv 中装
llgyt 川盐
llhbr 邮筒
llhdh 肃穆
llhdu 邮箱
llhes 邮务
llhgr 申告
llhje 片段
llhla 邮简
llhmy 申斥
llhnc 坚甲利兵
llhqi 蛇神牛鬼
llhum 北郭先生
llhyr 邮船
llibj 申请单
llibn 申请到
llibo 申请人
llibs 申请书
llibv 申请表
llicr 片麻岩
llihs 串成
llioa 北鄙之音
llioo 邮资
llioo 川资
llipo 申论题
llit 申戒
llivb 申请
llivi 申谢
llivp 申论
llivr 片语
llivt 申诫
llivu 申说
llivy 申诉
lljcr 肃容
lljdj 闻所未闻
lljkr 邮寄
lljue 闺中密友
llkd 肃杀
llkqp 邮轮
lllih 蜥蜴
lllis 闸门
lllis 串门
lllll 邮片
lllmk 片状
lllno 邮费
lllsd 串门子
llluo 邮电费
lllwu 邮电
llmfd 片甲不存
llmfw 片甲不回
llmfw 片甲不留
llmi 中将
llmkl 邮政节
llmks 邮政局
llmmk 邮政
llmti 装神弄鬼
llmwf 邮票
llmwl 片酬
llmwl 片面
llmwr 背邙面洛
llnd 片子
llnir 片名
llnk 中奖
llnmb 串骗
llnvs 申饬
lloer 片假名
llohq 邮件
lloii 申令
llopv 邮袋
llotc 串供
llpo 片长
llpru 邮包
llqbd 肃静
llqbj 螳螂捕蝉
llqgr 螳螂捕蝉黄雀在后
llqic 被甲持兵
llqse 邮报
llqse 申报
llr 闸口
llrhg 肃呈
llsa 中间
llsed 闹中取静
llsee 临渊履冰
llsei 临渊履薄
llsgi 邮戳
llsjk 串联
llssr 邮局
lltbd 川菜
lltkv 非卿莫娶
lltn 川芎
lltom 临渊羡鱼
lltqm 邮差
llvdl 片断
llvmi 片约
llych 邮递
llyic 申述
llyjj 申辩
llyk 片头
llylo 装甲部队
llymr 片言
llynb 串通
llyon 片刻
llyt 肃立
lmbdh 虹彩
lmbpu 袒胸
lmbtk 虹膜
lmcw 中西
lmdav 归根
lmdfm 归档
lmdhl 虹桥
lmebu 顺应潮流
lmemb 闯江湖
lmemw 鸩酒
lmfdk 归类
lmfdk 补习学校
lmgud 螺丝起子
lmguq 闻鸡起舞
lmhbr 归向
lmhdg 归程
lmhf 中原
lmhig 被虐待狂
lmhor 归咎
lmhrd 归咎于
lmien 将本求利
lmifb 闯祸
lmiok 初生之犊
lmisi 门当户对
lmiva 归诸
lmivu 初生之犊不畏虎
lmjbc 归真
lmjkb 补习教育
lmjkp 归老
lmjln 闯事
lmjmf 归宗
lmjmn 归宁
lmjms 闯空门
lmjoa 归宿
lmjvd 归案
lmk 中天
lmlic 蚂蟥
lmlig 蚂蝗
lmlik 蚂蚁
lmlil 蚯蚓
lmlis 蚂蚱
lmlkb 蚂蚁窝
lmllo 归顺
lmlmi 闯将
lmlto 蜂扇螘聚
lmmbu 虹霓
lmmby 由上而下
lmmcw 归西
lmmgn 归到
lmmk 归天
lmmks 归功
lmmky 闯天下
lmmy 闯下
lmmym 归正
lmng 中型
lmnlb 归阴
lmnld 归除
lmnli 归附
lmnlo 归队
lmnlp 归隐
lmnlq 归降
lmnmc 蛛丝马迹
lmo 闯入
lmo 归入
lmo 归人
lmoah 由俭入奢易
lmomm 归仁
lmop 归化
lmorj 闻一知十
lmoss 装腔作势
lmoyt 归位
lmoyv 归依
lmp 归心
lmqis 袒护
lmqmy 鸩毒
lmrer 虹吸管
lmrpp 顺应民心
lmsbd 归属于
lmshb 归属
lmsmj 翡翠
lmtbd 韭菜
lmtc 中亚
lmtcb 归期
lmteh 闯荡
lmtk 闯关
lmtlc 韭黄
lmtt 归并
lmtu 中研院
lmul 中元节
lmvbi 归纳法
lmvmb 归纳
lmvmn 闯红灯
lmvmr 归结
lmvmv 归绥
lmvrn 归结到
lmvtd 鸩媒
lmvvh 归乡
lmw 归田
lmwk 归因
lmwkd 归因于
lmwly 归罪
lmwmi 归国
lmwyd 归罪于
lmym 中正
lmymf 归还
lmyod 归途
lmyuj 背本就末
lmyun 将本就利
lnaib 史前时期
lnaip 史前时代
lncj 中弹
lnd 中子
lndgw 帆樯
lndj 中子弹
lngvm 闻风丧胆
lnhgo 旧事重提
lnhgt 旧梦重温
lnhvh 蛇行鼠步
lnhyr 帆船
lnime 临机应变
lniy 中外
lnjke 装疯卖傻
lnjue 紧锣密鼓
lnkbv 帆布袋
lnkip 顺风转舵
lnklb 帆布
lnlo 中队
lnmbd 顺风而呼
lnmbo 闻风而逃
lnmbu 闻风而起
lnmfw 片瓦不留
lnmhg 电机工程
lnmum 畅行无阻
lnovv 临别依依
lnqkd 蜚瓦拔木
lnrrm 闻风响应
lnve 中饭
lnvoc 临事以惧
lnvu 中饱
lnyol 闻风逃窜
lo 中人
loab 贤明
loadi 顺时
loadi 费时
loahe 悲歌易水
loapl 贤昆仲
loatc 贵显
lobbm 帐册
loboj 贵贱
lobq 费用
lobrj 费周章
lobu 帐目
lobuv 顺眼
locir 贵公司
locnh 贤弟
locsb 贵金属
locwj 帐单
locyg 问题儿童
lodbb 帐棚
lodbu 贤相
lodh 贤才
loe 顺水
loeir 顺治
loeye 贤淑
loeyu 顺流
lofdd 闪闪烁烁
lofhd 闪烁
lofmu 闪光
lofsm 顺当
lofug 闪耀
lofun 闪光灯
log 贤士
logfo 帐款
logis 费城
logpd 贵地
logut 紧张起来
logyu 顺境
lohdn 顺利
lohei 帐簿
lohes 帐务
lohey 贵处
lohfd 顺乎
lohge 紧张程度
lohhd 闪躲
lohjg 贵重
lohnj 顺风耳
lohnk 顺风
lohop 贵德
lohop 贤德
lohqo 阙失
lohqo 闪失
lohss 帐房
lohvu 蛇入鼠出
lohxh 闪身
lohyj 帐篷
loiav 贤良
loibp 贤能
loieu 闪闪发光
loifl 费神
loifm 顺应
loihf 贵戚
loik 中伏
loik 幅员广大
loill 贵州
loilo 贵庚
loilu 贵州省
loinn 顺序
loioi 贵府
lois 帐户
loj 中午
lojcb 贵宾席
lojhr 贵客
lojkd 贤孝
lojln 费事
lojlv 贤妻
lojnd 阙字
lojo 中华队
lojoc 贵宾
loks 费力
loksn 费力气
loldt 悲从中来
loll 中介
lollh 顺畅
lolrt 问长问短
lolui 闪电战
lolwu 闪电
lolwu 费电
lom 费工
lomfn 坚定不移
lomgu 闪现
lomis 闪动
lomj 贵干
lommo 顺次
lomms 非核武区
lomn 中气
lomqo 费工夫
lomt 闪开
lomu 中岳
lomwv 贵要
lonbq 费解
lond 贵子
lonkm 顺延
lonla 贵阳
lonms 费劲
lonpn 贵人多忘事
lonut 闲人免进
loo 贵人
loo 贤人
loobs 贤内助
loomk 顺便
looml 顺命
loonb 贤伉俪
looo 顺从
loop 顺化
loopd 闪铄
loopi 帐钩
loopj 费钱
loos 中伤
looyt 顺位
lop 顺心
lop 费心
lopb 中钢
lopj 中锋
lopj 中华
lopko 阙疑
loq 中年
loq 顺手
loqbl 费手脚
loqis 顺势
loqjp 贤慧
loqlr 贤哲
lor 顺口
lord 中保
lormr 顺路
lorms 帐号
lorvp 兆民
lorvp 顺民
losj 顺耳
losoy 费尽
lotab 帐幕
lotqm 顺差
lotqu 顺着
lotqu 闪着
lotyj 帐蓬
louu 闪出
lovhm 贵姓
lovmo 贵妇人
lovr 阙如
lovsm 贵妇
lovsu 贵妃
lowmi 贵国
loybr 悲欢离合
loydi 闪过
loyhr 顺适
loyij 费率
loyk 阙文
loyk 贤达
loyk 兆头
loynr 幅员辽阔
loyru 闪亮
loysj 闪避
loysk 闪族
loysk 贵族
loyto 顺遂
loytu 顺道
lp 中心
lpa 中旬
lpbam 蛇胆
lpbgr 北周
lpbkq 北军
lpbmi 北县
lpdap 闷棍
lpdef 北极熊
lpdem 北极星
lpdes 北极区
lpdeu 北极光
lpdew 北极圈
lpdey 北极海
lpdhe 蛇皮
lpdne 北极
lpduj 非意相干
lpebu 悲观
lpem 北江
lpemw 闷酒
lpeno 悲欢
lpeog 患难
lpeoy 北海
lpetb 北温带
lpetq 北洋
lpetu 北港
lpeuc 北港镇
lpeuk 北港溪
lpeuo 由此观之
lpeyj 北海岸
lpeyt 悲泣
lpeyu 北海道
lpfdk 蛇类
lpfqe 北半球
lpfuj 曳光弹
lpgib 北埔
lpgov 北越
lpgrr 悲喜
lphey 患处
lphfp 悲愁
lphgr 忠告
lphie 蛟龙得水
lphiu 闷得慌
lphjr 北管
lphm 中性
lphnk 北风
lphon 蛇行
lphvi 北魏
lphyh 紧急处分
lpiav 忠良
lpiei 壮志凌云
lpieq 北冰洋
lpihf 悲戚
lpik 忠义
lpimf 悲凉
lpimf 北凉
lpivs 忠诚
lpjbm 忠直
lpjbm 北宜
lpjd 北宋
lpjdl 壮志未酬
lpjjs 北韩
lpjka 患者
lpjkb 电化教育
lpjkd 忠孝
lpjv 北安
lpjvr 北安路
lpjyb 北寒带
lpjyk 忠实
lpk 北大
lpkmb 患病
lpknb 悲痛
lpktu 北大荒
lplid 蚍蜉
lplij 蟋蟀
lplir 蟪蛄
lplis 北门
lpllo 忠顺
lplmg 悲壮
lplmy 北非
lpmad 忠厚
lpmbw 闷雷
lpmd 忠于
lpmfd 闷闷不乐
lpmfj 北平
lpmfk 坚忍不拔
lpmfr 忠烈祠
lpmfr 非此不可
lpmjb 北平市
lpmms 闷亏
lpmnf 忠烈
lpmnp 闷死
lpmro 悲歌
lpmro 蛇吞象
lpmsh 紧急万分
lpmtc 北亚
lpmui 问心无愧
lpmwl 北面
lpnbs 忠勇
lpnfq 紧急煞车
lpnln 曳引机
lpnri 北强
lpoce 师老兵疲
lpohh 中心人物
lpoi 北伐
lpoli 紧急命令
lpomn 闷气
lponr 蛇心佛口
lpoon 归心似箭
lpoos 悲伤
lpovr 背惠食言
lpoyr 忠信
lpp 忠心
lppih 悲惨
lppjo 悲愤
lpplk 悲悯
lppmf 悲怀
lppms 悲恸
lppou 悲怆
lpppp 将心比心
lppsh 悲切
lppyj 悲悼
lpqes 北投区
lpqhe 北投
lpqif 闷热
lprcd 片纸只字
lprmr 北路
lprms 悲号
lprpm 悲鸣
lpryb 悲啼
lpryo 蛇足
lpsff 忠心耿耿
lpsk 北区
lpsko 北欧
lpsll 忠臣
lpsok 北医
lpsrn 悲剧
lptbs 闷葫芦
lptgk 北美
lptjr 悲苦
lptjr 患苦
lptkl 北美洲
lptlf 北燕
lptqu 闷着
lptre 紧急警报
lptu 中世纪
lpumj 北岸
lpvkr 蛇纹石
lpvmi 北约
lpvmk 蛇纹
lpvms 北纬
lpvrn 归心如箭
lpvrp 忠恕
lpwpp 中心思想
lpybo 忠贞
lpydl 北新
lpyf 中心点
lpyfo 北京人
lpyfr 北京狗
lpyfs 北京城
lpyhs 北方
lpyj 北斗
lpyjc 北斗镇
lpyjg 紧急避难
lpyk 闷头
lpykl 北齐
lpyks 北边
lpylb 北市
lpym 患上
lpym 北上
lpymr 忠言
lpyop 顺心遂意
lpyrf 北京
lpyrl 患部
lpyrl 北部
lpyrv 悲哀
lpyso 北方人
lqbgl 裤脚
lqbmv 裤腰
lqbqi 北洋军阀
lqbuo 临阵脱逃
lqcsh 辈分
lqhjr 裤管
lqiom 袍泽之谊
lqiru 临阵磨枪
lqkqq 顺手牵羊
lqldj 裤袜
lqlfm 裤裆
lqlsr 裤裙
lqmbm 蜂拥而上
lqmv 中表
lqmy 中毒
lqnd 辈子
lqnd 裤子
lqoch 辈份
lqopv 裤袋
lqpa 中指
lqtjb 裤带
lquu 辈出
lqysu 袖手旁观
lqyuj 袖手充耳
lraoo 问题
lrbse 帖服
lrbul 问鼎
lrdfv 阁楼
lrelq 问津
lrenk 蜩螗沸羹
lreog 问难
lrfdh 蛤粉
lrfh 阔少
lrfqu 问卷
lrfyu 非可小觑
lrgou 问起
lrhl 中听
lrhnj 牌告利率
lrhor 问答
lrhro 问答题
lrisr 电话访问
lrite 阔度
lrivh 问诊
lrivj 问讯
lrivr 问话
lrj 中叶
lrjkp 阔老
lrjob 闲话家常
lrjv 问安
lrjvd 问案
lrkql 问斩
lrkrr 蝇营狗苟
lrldb 蜘蛛网
lrldr 闲言闲语
lrlid 蟾蜍
lrlid 蜘蛛
lrlij 蛤蚌
lrlik 蛤蟆
lrlil 蛤蚧
lrlin 蛤蜊
lrlio 将信将疑
lrlis 蛤蛎
lrlru 问问看
lrluu 闭路电视
lrmfr 紧追不舍
lrmgn 问到
lrmmk 问政
lrmok 蜂合豕突
lrmur 闭口无言
lrmy 阁下
lrnd 裙子
lrnd 帖子
lrnmj 裕隆牌
lro 阔人
lrocr 问俗
lroic 电话传真
lrojp 阔佬
lrojv 初露锋芒
lrolk 问候
lromn 阔气
lromn 问倒
lroor 坚如铁石
lrope 裙钗
lrotc 问供
lroyg 问住
lrp 问心
lrpt 问世
lrqgn 监古推今
lrqnk 阁揆
lrrbo 阁员
lrrip 旧石器时代
lrrji 阔叶树
lrrms 问号
lrrsm 电话号码
lrrsn 阔别
lrter 阔落
lrtjb 裙带
lruu 问出
lrvmj 阔绰
lrvnd 问好
lrvr 裕如
lrwg 闾里
lrwig 门可罗雀
lrwly 问罪
lry 问卜
lryju 坚苦卓绝
lryk 阔达
lrykb 初露头角
lrykd 悲喜交集
lrykr 悲喜交加
lrylh 阔步
lrym 问上
lrypk 背信忘义
lrytk 背信弃义
lrytu 问道
lryuj 忠言逆耳
lsbky 将功赎罪
lsc 门儿
lscir 电力公司
lsdau 门楣
lsddf 门禁
lsdfv 门楼
lsdhe 门板
lsdlt 门槛
lsdmb 门柄
lsdog 门栓
lsdsg 门框
lsdyg 门柱
lsebr 门洞
lsegi 门法
lsehv 门派
lsfdk 门类
lsfi 中尉
lsfmn 门灯
lsfqh 门券
lsggw 门墙
lsglm 闭门却扫
lsgnh 闱场
lshnh 门第
lshnk 门风
lshom 门径
lshoo 门徒
lshqm 门生
lshsm 门扇
lshss 门房
lshsy 门扉
lsifl 门神
lsihl 门诊部
lsiil 门廊
lsiir 闭门谢客
lsilm 中枢神经
lsing 门庭
lsiod 将门之子
lsiom 忠勇为爱国之本
lsiou 门户之见
lsis 门户
lsivh 门诊
lsj 中耳
lsjcb 门帘
lsjcw 门窗
lsjf 中耳炎
lsjhr 门客
lsjkb 补助教育
lsjro 门额
lsk 中区
lslit 蚱蜢
lsllj 门牌
lslsi 门阀
lslsm 门闩
lslym 非驴非马
lsmbl 临门一脚
lsmgf 门环
lsmi 中层
lsmkb 门户开放政策
lsmtk 门户开放
lsmuc 电动玩具
lsmvh 门牙
lsmwf 门票
lsmwl 门面
lsmy 门下
lsnd 门子
lsniy 门外
lsnlv 门限
lsnqi 螃蟹
lsnvr 门馆
lsnye 门外汉
lso 门人
lsoam 背城借一
lsok 中医
lsopi 门铃
lsqly 将功折罪
lsr 门口
lsrmr 门路
lssjk 门联
lstbn 门前
lsthu 门首
lsvmj 门缝
lswpi 闭门思过
lsybg 门望
lsybl 门市部
lsylb 门市
lsymu 门齿
lsyrq 闭门造车
lsytu 门道
lsyud 将门虎子
ltbkf 盎然
ltbuv 阖眼
ltbuv 竖眼
ltc 中共
ltcb 中期
ltddf 监禁
ltdue 盎盂相敲
ltebn 监测
lter 中落
lteuo 蜚短流长
ltfbo 监赏
ltfoo 监赏家
ltfos 监赏力
ltgk 中美
ltgou 竖起
lthbn 监制
lthdv 监委
lthjr 监管
lthlw 竖笛
lthpl 监印
lthss 监房
ltifu 监视
ltimp 蛊惑
ltioi 阖府
ltiur 监视器
ltivc 监识
ltivm 监试
ltjbf 监察
ltjfe 监察权
ltjfo 监察员
ltjfo 监察人
ltjfu 监察院
ltjhq 监牢
ltjks 监考
ltjln 监事
ltjmo 阖家
ltjmo 监定
ltjoi 监定为
ltjoo 监定人
ltkhk 监狱
ltkhu 监犯
ltkl 中美洲
ltlfv 褴褛
ltlid 蛱蝶
ltlip 蟒蛇
ltlpu 蟒袍
ltm 监工
ltmgn 竖琴
ltmwf 监票
ltnlu 监院
ltolh 监修
ltqis 监护
ltqmy 蛊毒
ltqso 监护人
ltqwl 监押
ltrsn 监别
ltsmr 盎司
ltsuo 由来已久
lttcl 盎斯
ltvi 中药
ltybh 背井离乡
ltyeu 监督
ltyhr 监造
ltym 阖上
ltyt 竖立
lu 中山
luaam 电晶体
luaee 蛾眉曼睩
luaer 电暖器
luafh 电影
luahf 电影票
luahl 电影界
luahu 电影院
luamg 电量
lubel 临危受命
lubhm 览胜
lubkk 电网
lubkp 电脑化
lubse 袍服
lubuv 电眼
lubyk 电脑
lucir 电视公司
ludch 电梯
ludhe 蜕皮
ludhn 电机
ludkr 电椅
ludmj 电杆
ludne 电极
ludnr 帽檐
luede 电波
lueeq 袍泽
luehf 电烫
luelw 蚝油
luemf 电源
luepd 电池
luepm 阉鸡
lues 电汇
lueuv 电流表
lueyu 电流
lufaj 电焊
lufbd 电学
lufbd 竖起脊梁
lufdj 电料
lufdk 师范学校
lufdu 师范学院
lufg 中山堂
lufis 电炉
lufmn 电灯
lufmu 电光
lufnu 电灯泡
lufqe 被选举权
lufqo 被选举人
lufqu 阅卷
lufsu 电烤箱
luggw 阋墙
lugnh 电场
lugrd 电吉他
luhbr 电筒
luhbt 电算
luheu 蜂出泉流
luhiv 中饱私囊
luhnm 电风扇
luhok 帽徽
luhsm 电扇
luhuf 电毯
luibp 电能
luieu 电冰箱
luifu 电视
luikn 阅读机
luikr 阅读器
luimg 中流底柱
luior 将相之器
luiot 补己之短
luirb 电话筒
luiri 电话簿
luirj 电话线
luirn 电话亭
luirn 电话机
luiro 电话费
luiry 电话卡
luiub 电视网
luiun 电视剧
luiun 电视机
luiuw 电视墙
luivb 电请
luivj 电讯
luivk 阅读
luivr 电话
lujcr 电容
lujkb 师范教育
lujrn 阉割
lukdi 褫夺
lukfd 师范大学
luknn 电疗
lukom 电玩软体
lukq 电车
lukro 电贺
luks 电力
luldu 蛾眉螓首
lulim 蜿蜒
luliu 阅览
luliu 螓首蛾眉
lulka 电蚊香
lulmi 蛲虫
lulno 电费
lulos 中规中矩
lulug 阅览室
lulv 中山装
lum 电工
lum 电厂
lumbd 背道而驰
lumdu 问道于盲
lumfp 川流不息
lumfu 临危不乱
lumgi 电压
lumgu 电玩
lumie 电磁波
lumim 片光零羽
lumio 电磁铁
lumis 电动
lumis 幌动
lumis 电磁炉
lumks 阅历
lumlb 中看不中用
lummg 中流砥柱
lumrf 电光石火
lumri 电磁
lumri 袒胸露肘
lumrm 电码
lumsn 电动机
lumtn 电刑
lumur 师出无名
lumwe 电覆
lumwe 背山面水
lunbq 电解
lund 幌子
lund 帽子
lund 袍子
lund 电子
lundb 电子锅
lundd 电子学
lundl 电子所
lundn 电子琴
lundr 电子管
lunds 电子书
lundv 电子表
lune 中山陵
lunlm 电阻
lunqo 电解质
lunwm 电鱼
luocm 阅兵式
luocr 阅兵台
luoik 蜷伏
luomc 阅兵
luomn 电气
luonp 电气化
luop 蜕化
luop 电化
luopb 电锅
luope 电镀
luopi 电铃
luopr 电钻
luoqi 电传
luors 电信局
luoyr 电信
luoyt 电位
lupt 阅世
